perturbation,A_persist,A_kill,A_resist,magnitude
ADD1,-0.24743755095854175,0.9662633833471386,-0.03634947667163955,1.9459101490553132
ADD2,-0.6181006536268195,-1.2154494993604337,0.9972508292681591,1.3862943611198906
ADD3,-0.350585630571477,-0.47323059540191825,0.4307830583050127,1.6094379124341003
ADGRA3,0.3045034025990273,-0.28541360129231547,0.420626700369591,0.6931471805599453
ADGRB2,-0.06917753842175127,0.9716533911702258,-0.003454445838672567,0.0
ADGRE2,-0.7425133360415838,-0.46157711926441164,0.19924648161837388,0.0
ADGRE5,0.051402489967468094,0.3317358986754688,0.46372290676918976,0.6931471805599453
ADGRG1,-0.1520569991867345,0.30960890622301845,-0.8399666164552851,1.9459101490553132
ADGRG5,0.613837884561797,-1.2923028407665156,0.2325757091128867,3.6109179126442243
ADGRL1,0.42858340434780823,1.245403748182938,-0.5985502967839493,2.8903717578961645
ADGRV1,-0.1282686121118748,-0.19770924763439143,-0.5126229048242613,0.6931471805599453
ADH1B,-0.09999815130989506,0.9731026468550458,-0.4195588572614614,0.0
ADH5,-0.5094464171043616,-0.7844933738570986,-0.4611411977378052,0.6931471805599453
ADHFE1,1.0634264139954093,0.27808375456504747,-0.7967477341209652,5.220355825078324
ADI1,0.3202800206509283,0.41832582167252613,0.24818076087189275,1.3862943611198906
ADIPOR1,-0.18801188890311274,-0.2721681632399131,0.09626540974093105,1.791759469228055
ADIPOR2,-0.3727103664964689,0.22765374658851809,0.6418708399762721,1.0986122886681098
ADIRF,-0.10213375313945657,0.17432837252772992,0.5279530742326024,0.6931471805599453
ADK,-0.11850205302827081,-0.4261760168917014,0.4889324333350644,0.6931471805599453
ADM,-0.15556571582926407,-0.5653323595953291,-0.23813948703079169,1.0986122886681098
ADM5,0.11315307859226177,-0.3467030624481094,0.5509588779307812,2.995732273553991
ADNP,-0.4500122982896656,-0.6233721864843211,-0.5189608043913742,3.7612001156935624
ADNP2,-0.2524516804701903,0.12134206218969053,0.5428655187903755,4.584967478670572
ADO,0.05795430421462971,-0.3329769212420736,0.09820761180396416,2.4849066497880004
ADORA2A,-0.5364715726980105,0.5414206797856673,-0.7402673386600664,1.6094379124341003
ADORA2B,-0.5135868243448308,-0.1991516717064811,0.42229646991975894,0.6931471805599453
ADPGK,-0.34997577979648153,0.5983689875619326,0.10644920055158207,0.6931471805599453
ADPRH,-0.3951574819343236,-0.33064359756465084,0.301307226200984,0.6931471805599453
ADPRS,-0.5180859178395996,0.05159098091319769,0.03593293471223425,1.6094379124341003
ADPRM,0.33615925705633326,-0.5642743988092097,-0.17520094356118152,6.133398042996649
